376	2.347739
384	2.424039
388	2.468705
392	2.478323
396	2.601001
400	2.753502
404	2.761719
408	2.847736
412	2.929486
416	2.969049
420	3.003526
424	3.128581
428	3.185481
432	3.17787
436	3.235554
440	3.302577
444	3.323983
448	3.403172
452	3.439347
456	3.433225
460	3.471498
464	3.467244
468	3.519253
472	3.533593
476	3.563282
480	3.539789
484	3.58715
488	3.559439
492	3.523289
496	3.498174
500	3.504095
504	3.551697
508	3.558446
512	3.53318
516	3.513026
520	3.437299
524	3.421617
528	3.413737
532	3.392762
536	3.328796
540	3.216743
544	3.220733
548	3.224392
552	3.152263
556	3.126825
560	3.117395
564	3.074029
568	3.037508
572	2.991055
576	2.96528
580	2.936143
584	2.862534
588	2.841879
592	2.811763
596	2.767269
600	2.729308
604	2.728274
608	2.701222
612	2.661046
616	2.648333
620	2.639401
624	2.611994
628	2.569754
632	2.568568
636	2.552582
640	2.520258
644	2.496236
648	2.416497
652	2.398496
656	2.372034
660	2.391132
664	2.334275
668	2.31688
672	2.315062
676	2.265505
680	2.229152
684	2.237166
688	2.242976
692	2.266811
696	2.217324
700	2.188531
704	2.194081
708	2.137296
712	2.109292
716	2.113215
720	2.080911
724	2.050283
728	2.087879
732	2.090837
736	2.085137
740	2.06344
744	2.058927
748	2.059488
752	2.089673
756	2.077816
760	2.056415
764	2.031421
768	2.036402
772	2.023998
776	2.016986
780	2.057979
784	2.076667
788	2.027378
792	2.010033
796	1.97405
800	1.978235
804	1.951368
808	1.92472
812	1.929235
816	1.89572
820	1.899817
824	1.907616
828	1.922807
832	1.92739
836	1.953573
840	1.934947
844	1.90987
848	1.93051
852	1.968992
856	1.936156
860	1.894461
864	1.900822
868	1.897984
872	1.934013
876	1.919662
880	1.880072
884	1.888594
888	1.883107
892	1.874931
896	1.93822
900	1.963248
904	1.968832
908	1.906922
912	1.901756
916	1.899458
920	1.919491
924	1.941809
928	1.928111
932	1.937459
936	1.886449
940	1.894504
944	1.923461
948	1.937764
952	1.940881
956	1.934871
960	1.902866
964	1.90847
968	1.920871
972	1.888232
976	1.932757
980	1.920784
984	1.96106
988	1.945603
992	1.927382
996	1.928971
1000	1.94662
1004	1.910808
1008	1.884648
1012	1.928127
1016	1.948883
1020	1.937361
1024	1.893599
1028	1.9308
1032	1.917277
1036	1.964282
1040	2.019488
1044	1.980971
1048	1.912519
1052	1.937713
1056	1.913492
1060	1.884326
1064	1.93075
1068	1.92525
1072	1.93756
1076	1.88246
1080	1.899682
1084	1.925106
1088	1.924815
1092	1.919966
1096	1.955494
1100	1.957247
1104	1.905916
1108	1.934704
1112	1.91768
1116	1.901109
1120	1.910838
1124	1.887283
1128	1.881377
1132	1.898155
1136	1.889512
1140	1.868648
1144	1.917483
1148	1.958325
1152	1.932505
1156	1.939812
1160	1.951272
1164	1.923736
1168	1.89331
1172	1.920408
1176	1.931174
1180	1.915704
1184	1.887436
1188	1.927433
1192	1.91764
1196	1.897438
1200	1.913748
1204	1.922113
1208	1.927885
1212	1.945414
1216	1.92497
1220	1.959898
1224	1.947696
1228	1.904314
1232	1.946057
1236	1.959391
1240	1.955421
1244	1.938044
1248	1.935328
1252	1.90295
1256	1.917522
1260	1.946938
1264	1.934562
1268	1.905593
1272	1.913557
1276	1.900559
1280	1.898834
1284	1.942288
1288	1.894614
1292	1.839952
1296	1.871339
1300	1.898647
1304	1.867496
1308	1.842939
1312	1.852537
1316	1.845595
1320	1.833721
1324	1.830122
1328	1.86623
1332	1.859655
1336	1.859401
1340	1.861605
1344	1.846117
1348	1.82325
1352	1.858576
1356	1.855078
1360	1.842938
1364	1.831938
1368	1.848833
1372	1.854701
1376	1.85611
1380	1.842698
1384	1.881877
1388	1.92529
1392	1.867018
1396	1.846273
1400	1.895615
1404	1.859854
1408	1.839678
1412	1.875949
1416	1.892178
1420	1.866262
1424	1.876849
1428	1.93049
1432	1.92843
1436	1.873764
1440	1.901159
1444	1.867831
1448	1.843091
1452	1.866876
1456	1.895674
1460	1.865264
1464	1.841453
1468	1.879802
1472	1.891104
1476	1.894227
1480	1.882617
1484	1.859252
1488	1.894544
1492	1.903353
1496	1.881441
1500	1.836141
1504	1.855567
1508	1.8677
1512	1.894379
1516	1.886197
1520	1.833754
1524	1.848278
1528	1.835757
1532	1.847317
1536	1.880494
1540	1.864105
1544	1.845425
1548	1.86462
1552	1.884963
1556	1.880306
1560	1.876778
1564	1.882147
1568	1.875291
1572	1.849568
1576	1.859913
1580	1.830725
1584	1.841761
1588	1.841245
1592	1.851346
1596	1.897222
1600	1.89298
1604	1.846722
1608	1.854961
1612	1.874098
1616	1.847951
1620	1.862704
1624	1.866604
1628	1.874946
1632	1.855997
1636	1.864664
1640	1.927761
1644	1.866355
1648	1.859606
1652	1.874907
1656	1.85483
1660	1.877477
1664	1.888415
1668	1.881033
1672	1.874928
1676	1.88329
1680	1.883475
1684	1.877512
1688	1.890925
1692	1.882419
1696	1.864591
1700	1.872374
1704	1.913042
1708	1.886908
1712	1.880763
1716	1.881686
1720	1.900288
1724	1.910596
1728	1.873279
1732	1.882069
1736	1.941262
1740	1.908261
1744	1.874687
1748	1.858721
1752	1.879665
1756	1.884112
1760	1.921928
1764	1.898745
1768	1.835414
1772	1.863594
1776	1.894628
1780	1.859742
1784	1.835027
1788	1.845896
1792	1.865796
1796	1.857278
1800	1.862086
1804	1.857834
1808	1.832848
1812	1.827972
1816	1.869723
1820	1.917725
1824	1.881547
1828	1.889758
1832	1.869731
1836	1.828675
1840	1.837035
1844	1.873421
1848	1.902935
1852	1.892168
1856	1.856366
1860	1.845394
1864	1.837372
1868	1.839915
1872	1.866056
1876	1.883746
1880	1.87606
1884	1.83516
1888	1.855063
1892	1.847801
1896	1.865012
1900	1.875241
1904	1.843077
1908	1.843471
1912	1.86657
1916	1.888099
1920	1.899208
1924	1.890234
1928	1.899652
1932	1.919384
1936	1.907587
1940	1.880437
1944	1.883962
1948	1.898737
1952	1.922051
1956	1.894839
1960	1.915221
1964	1.937462
1968	1.938181
1972	1.93753
1976	1.961024
1980	1.935758
1984	1.934241
1988	1.948671
1992	1.965961
1996	1.949246
2000	1.94249
2004	1.934246
2008	1.971084
2012	1.962339
2016	1.983085
2020	1.981571
2024	1.989896
2028	2.002413
2032	1.97876
2036	1.99257
2040	1.993054
2044	1.975413
2048	2.00214
2052	2.027632
2056	2.024875
2060	2.024253
2064	2.030922
2068	2.026683
2072	2.043195
2076	2.051605
2080	2.068286
2084	2.078922
2088	2.071103
2092	2.071051
2096	2.06649
2100	2.090348
2104	2.091688
2108	2.110956
2112	2.115791
2116	2.11588
2120	2.132523
2124	2.137522
2128	2.202163
2132	2.205719
2136	2.197342
2140	2.194063
2144	2.208124
2148	2.242729
2152	2.256698
2156	2.23068
2160	2.284586
2164	2.294135
2168	2.312849
2172	2.29686
2176	2.31568
2180	2.347258
2184	2.358481
2188	2.361674
2192	2.384059
2196	2.360275
2200	2.371797
2204	2.435274
2208	2.489101
2212	2.476204
2216	2.49053
2220	2.516136
2224	2.50296
2228	2.497172
2232	2.545164
2236	2.656588
2240	2.631322
2244	2.670785
2248	2.627784
2252	2.633076
2256	2.640721
2260	2.714023
2264	2.632173
2268	2.685103
2272	2.827799
2276	2.906537
2280	2.870607
2284	2.778894
2288	2.801073
2292	2.862942
2296	2.894441
2300	2.936069
2304	2.935443
2308	3.016724
2312	3.04247
2316	3.101898
2320	3.12973
2324	3.079351
2328	3.094161
2332	3.085906
2336	2.96793
2340	3.074352
2344	3.175139
2348	3.15571
2352	3.184364
2356	3.186866
2360	3.228154
2364	3.303158
2368	3.264157
2372	3.306549
2376	3.429322
2380	3.447607
2384	3.374912
2388	3.395336
2392	3.430846
2396	3.326648
2400	3.329852
2404	3.321791
2408	3.417347
2412	3.391727
2416	3.49373
2420	3.473895
2424	3.516726
2428	3.529559
2432	3.526964
2436	3.559255
2440	3.694283
2444	3.718498
2448	3.684806
2452	3.658495
2456	3.812922
2460	3.799698
2464	3.828992
2468	3.88655
2472	3.981041
2476	3.940444
2480	3.977265
2484	4.131375
2488	4.227705
2492	4.167738
2496	4.154686
2500	4.20591
2504	4.248983
2508	4.32288
2512	4.297863
2516	4.337458
2520	4.310584
2524	4.401847
2528	4.395144
2532	4.421708
2536	4.451366
2540	4.412773
2544	4.464415
2548	4.454873
2552	4.499856
2556	4.478403
2560	4.597411
2564	4.584528
2568	4.539876
2572	4.597758
2576	4.598654
2580	4.546358
2584	4.592509
2588	4.577814
2592	4.640419
2596	4.665843
2600	4.635961
2604	4.634828
2608	4.62971
2612	4.643469
2616	4.730633
2620	4.694974
2624	4.59139
2628	4.648701
2632	4.660686
2636	4.772378
2640	4.710849
2644	4.650414
2648	4.639873
2652	4.657779
2656	4.654655
2660	4.682706
2664	4.614688
2668	4.603218
2672	4.60733
2676	4.634236
2680	4.679913
2684	4.674034
2688	4.631078
2692	4.702457
2696	4.72999
2700	4.733671
2704	4.581998
2708	4.528611
2712	4.551733
2716	4.615768
2720	4.645573
2724	4.635717
2728	4.544065
2732	4.42498
2736	4.476879
2740	4.487818
2744	4.568596
2748	4.458503
2752	4.370203
2756	4.485334
2760	4.546287
2764	4.436954
2768	4.378821
2772	4.394223
2776	4.411309
2780	4.342508
2784	4.302474
2788	4.324448
2792	4.348825
2796	4.309062
2800	4.255951
2804	4.238622
2808	4.195762
2812	4.113656
2816	4.133719
2820	4.07985
2824	4.074699
2828	4.08739
2832	4.130533
2836	4.091223
2840	4.032338
2844	4.016667
2848	4.042565
2852	4.000676
2856	3.975513
2860	3.963764
2864	3.873049
2868	3.861228
2872	3.87983
2876	3.852095
2880	3.839996
2884	3.744693
2888	3.808635
2892	3.834826
2896	3.794317
2900	3.819007
2904	3.725976
2908	3.674561
2912	3.651398
2916	3.708343
2920	3.630521
2924	3.637715
2928	3.672615
2932	3.574506
2936	3.604684
2940	3.512088
2944	3.557208
2948	3.600214
2952	3.641535
2956	3.621829
2960	3.575679
2964	3.550477
2968	3.586667
2972	3.580381
2976	3.636311
2980	3.577151
2984	3.549393
2988	3.60806
2992	3.590086
2996	3.598673
3000	3.622552
3004	3.628213
3008	3.611274
3012	3.625818
3016	3.632934
3020	3.588326
3024	3.606438
3028	3.595993
3032	3.62298
3036	3.606717
3040	3.624952
3044	3.625951
3048	3.653569
3052	3.661568
3056	3.621593
3060	3.634829
3064	3.64659
3068	3.672135
3072	3.658012
3076	3.645506
3080	3.679325
3084	3.66589
3088	3.702416
3092	3.686505
3096	3.69332
3100	3.687922
3104	3.732183
3108	3.705057
3112	3.68233
3116	3.765937
3120	3.746248
3124	3.780025
3128	3.737934
3132	3.721917
3136	3.755621
3140	3.763273
3144	3.73366
3148	3.784081
3152	3.740542
3156	3.731347
3160	3.750364
3164	3.745232
3168	3.757189
3172	3.723792
3176	3.704037
3180	3.647588
3184	3.665995
3188	3.732503
3192	3.665152
3196	3.588601
3200	3.650112
3204	3.64541
3208	3.594782
3212	3.620896
3216	3.606714
3220	3.538769
3224	3.56661
3228	3.499449
3232	3.482364
3236	3.46824
3240	3.435808
3244	3.386235
3248	3.340512
3252	3.316505
3256	3.306562
3260	3.279898
3264	3.242151
3268	3.276651
3272	3.240785
3276	3.209743
3280	3.128472
3284	3.086292
3288	3.044993
3292	3.003237
3296	2.980011
3300	2.940901
3304	2.836996
3308	2.784616
3312	2.747404
3316	2.713694
3320	2.676888
3324	2.631256
3328	2.565978
3332	2.489318
3336	2.417934
3340	2.337249
3344	2.24963
3348	2.195354
3352	2.125865
3356	2.019525
3360	1.934755
3364	1.829075
3368	1.709709
3372	1.591212
3376	1.474489
3380	1.335643
3384	1.195972
3388	1.042837
3392	0.8653333
3396	0.6876922
3400	0.4991377
