,f,NR
0,377.0,10.038225100730031
1,397.28859060402687,10.415353053830273
2,417.5771812080537,10.491725506424359
3,437.86577181208054,10.120212715843266
4,458.1543624161074,9.760985746819529
5,478.44295302013427,9.518538393464866
6,498.7315436241611,9.631025571064683
7,519.020134228188,9.741722534321369
8,539.3087248322148,10.109585951008626
9,559.5973154362416,10.602149429035194
10,579.8859060402685,11.720670289805213
11,600.1744966442953,13.258473587740056
12,620.4630872483222,14.892500731358226
13,640.7516778523491,17.193596583236612
14,661.0402684563759,19.156648381602537
15,681.3288590604027,21.66462087749636
16,701.6174496644296,23.327896454745314
17,721.9060402684564,25.686818904782967
18,742.1946308724832,26.593837179271645
19,762.4832214765102,27.26997963408651
20,782.771812080537,28.006532933286763
21,803.0604026845638,30.502828847346393
22,823.3489932885907,31.422325039654595
23,843.6375838926175,31.506105382335534
24,863.9261744966443,30.375039235879782
25,884.2147651006712,28.919546002886136
26,904.503355704698,25.964932998514826
27,924.7919463087248,23.732298193085455
28,945.0805369127518,20.921322054806396
29,965.3691275167786,19.00330586178265
30,985.6577181208054,17.438688067296425
31,1005.9463087248323,16.401789492203775
32,1026.2348993288592,15.632510369354407
33,1046.523489932886,14.432215978019755
34,1066.8120805369128,13.46648291493652
35,1087.1006711409395,12.3662404875122
36,1107.3892617449665,10.966159492830485
37,1127.6778523489934,9.671328581873496
38,1147.9664429530203,8.910020959250616
39,1168.255033557047,8.159997935524231
40,1188.543624161074,7.762236247875009
41,1208.8322147651006,7.525216266374969
42,1229.1208053691275,7.348381113485615
43,1249.4093959731545,7.2564244640979325
44,1269.6979865771814,6.899809594590039
45,1289.986577181208,6.281880142921665
46,1310.275167785235,5.666546434705481
47,1330.5637583892617,5.234212625555017
48,1350.8523489932886,4.987178147309336
49,1371.1409395973155,4.745390419108119
50,1391.4295302013425,4.463949983713718
51,1411.7181208053692,4.395988983304392
52,1432.006711409396,4.664627032404027
53,1452.295302013423,4.656367109596019
54,1472.5838926174497,4.549386686396446
55,1492.8724832214766,4.209125091950568
56,1513.1610738255035,3.899351129887876
57,1533.4496644295302,3.6610309219125554
58,1553.7382550335572,3.5722083712164476
59,1574.026845637584,3.3102236210458784
60,1594.3154362416108,3.148857776934207
61,1614.6040268456377,3.1508507605579013
62,1634.8926174496646,3.3335549544128895
63,1655.1812080536913,3.482451732899449
64,1675.4697986577182,3.3906368308034303
65,1695.7583892617452,3.1316015410012312
66,1716.0469798657718,2.9782863848435426
67,1736.3355704697988,2.9423784775755877
68,1756.6241610738257,2.862443889561149
69,1776.9127516778524,2.8200885092430497
70,1797.2013422818793,2.5469625331754457
71,1817.4899328859062,2.6187386011174993
72,1837.778523489933,2.769017760951513
73,1858.0671140939598,2.8967921165149733
74,1878.3557046979868,2.878963608920216
75,1898.6442953020135,2.673809898528262
76,1918.9328859060404,2.5627777370362423
77,1939.2214765100673,2.595054733407096
78,1959.510067114094,2.6159090222802917
79,1979.798657718121,2.429337604988163
80,2000.0872483221478,2.3145322015779755
81,2020.3758389261745,2.3859134851162622
82,2040.6644295302015,2.524363810399862
83,2060.9530201342286,2.649494202143572
84,2081.241610738255,2.6377310711917232
85,2101.530201342282,2.556934569070904
86,2121.818791946309,2.5278695748733213
87,2142.1073825503354,2.5484025117111173
88,2162.3959731543628,2.5618602215778736
89,2182.6845637583892,2.4386920114561548
90,2202.973154362416,2.276243190539091
91,2223.261744966443,2.305243697183215
92,2243.55033557047,2.4416671073662854
93,2263.838926174497,2.4560694685769278
94,2284.1275167785234,2.474136969746212
95,2304.4161073825508,2.4770410883118643
96,2324.7046979865772,2.5994048339347415
97,2344.993288590604,2.756829056584138
98,2365.281879194631,2.710705630568455
99,2385.570469798658,2.698815533187343
100,2405.859060402685,2.5915160668355526
101,2426.1476510067114,2.6644443880586834
102,2446.4362416107383,2.8257538690634476
103,2466.7248322147652,2.7809652148783215
104,2487.013422818792,2.8692562968438438
105,2507.302013422819,2.916055583432282
106,2527.590604026846,2.807523488706167
107,2547.8791946308725,2.7139023923790973
108,2568.1677852348994,2.7133777835727244
109,2588.4563758389263,2.6224917183538707
110,2608.7449664429532,2.6492749765100143
111,2629.03355704698,2.7226614741855855
112,2649.322147651007,2.592440620398719
113,2669.6107382550335,2.5104728858669887
114,2689.8993288590605,2.497848129377303
115,2710.1879194630874,2.4566747132630127
116,2730.4765100671143,2.4126328365188243
117,2750.765100671141,2.3651183143912533
118,2771.053691275168,2.3186058011128097
119,2791.3422818791946,2.3099417039893098
120,2811.6308724832215,2.3467987482093235
121,2831.9194630872485,2.4989782231045155
122,2852.2080536912754,2.8033180159438302
123,2872.4966442953023,3.063520578939091
124,2892.785234899329,3.154614468966116
125,2913.0738255033557,3.144547173606327
126,2933.3624161073826,3.265401479937566
127,2953.6510067114095,3.5065649655500977
128,2973.9395973154365,3.704141278668999
129,2994.2281879194634,3.767999222478906
130,3014.5167785234903,3.751949408126535
131,3034.805369127517,3.7636212478686843
132,3055.0939597315437,3.9113681345265547
133,3075.3825503355706,4.1302909776377135
134,3095.6711409395975,4.320068354463217
135,3115.9597315436245,4.5305613755012075
136,3136.2483221476514,4.626422833141675
137,3156.5369127516783,4.689830053310644
