,f,NR
0,377.0,9.924571279339574
1,397.28859060402687,10.886275557467997
2,417.5771812080537,11.4130995648257
3,437.86577181208054,11.135384283261047
4,458.1543624161074,10.458723890119842
5,478.44295302013427,9.770983354240485
6,498.7315436241611,10.279259513629952
7,519.020134228188,11.391249989072278
8,539.3087248322148,13.057535344025183
9,559.5973154362416,13.976038927763554
10,579.8859060402685,14.621803860332932
11,600.1744966442953,14.891130588523936
12,620.4630872483222,14.503335837665304
13,640.7516778523491,15.262033777916628
14,661.0402684563759,17.129259568887477
15,681.3288590604027,19.144369425620937
16,701.6174496644296,19.53181355262602
17,721.9060402684564,19.941358402592286
18,742.1946308724832,18.63316477156326
19,762.4832214765102,18.220631814889302
20,782.771812080537,18.435334070565318
21,803.0604026845638,20.099807968884477
22,823.3489932885907,20.279864088365514
23,843.6375838926175,18.930242495908544
24,863.9261744966443,17.196020958371776
25,884.2147651006712,16.238251572269405
26,904.503355704698,15.542323642125453
27,924.7919463087248,15.789071720039715
28,945.0805369127518,15.321923253955077
29,965.3691275167786,14.277376247482295
30,985.6577181208054,12.733014465637169
31,1005.9463087248323,11.574292329817865
32,1026.2348993288592,11.396016207452249
33,1046.523489932886,11.262354177669295
34,1066.8120805369128,11.183071752100162
35,1087.1006711409395,10.580528408933105
36,1107.3892617449665,9.57996576950714
37,1127.6778523489934,8.67038649649858
38,1147.9664429530203,8.223525650751654
39,1168.255033557047,8.13867194491884
40,1188.543624161074,8.119917662036471
41,1208.8322147651006,7.976529805831547
42,1229.1208053691275,7.487788688634765
43,1249.4093959731545,6.7690117863599255
44,1269.6979865771814,6.14718151881938
45,1289.986577181208,6.201018305255047
46,1310.275167785235,6.472886162067525
47,1330.5637583892617,6.253701088499085
48,1350.8523489932886,5.854406261004883
49,1371.1409395973155,5.4174802206186
50,1391.4295302013425,5.1700292340661775
51,1411.7181208053692,5.164550389616053
52,1432.006711409396,5.3430217507865905
53,1452.295302013423,5.320672986249534
54,1472.5838926174497,5.418246907960366
55,1492.8724832214766,5.196680822526133
56,1513.1610738255035,4.7872637207294275
57,1533.4496644295302,4.504049850240278
58,1553.7382550335572,4.778067126159115
59,1574.026845637584,5.0391598316043655
60,1594.3154362416108,5.106297144826826
61,1614.6040268456377,4.815972291049363
62,1634.8926174496646,4.609820749760644
63,1655.1812080536913,4.535746741990337
64,1675.4697986577182,4.625200306463128
65,1695.7583892617452,4.6194782104315095
66,1716.0469798657718,4.896669726255638
67,1736.3355704697988,5.078847295117015
68,1756.6241610738257,4.8518148297756625
69,1776.9127516778524,4.655239288736055
70,1797.2013422818793,4.440644253994279
71,1817.4899328859062,4.651835779630204
72,1837.778523489933,4.8117509043066065
73,1858.0671140939598,4.830095065967939
74,1878.3557046979868,4.656309309970226
75,1898.6442953020135,4.399900217080059
76,1918.9328859060404,4.341393914834143
77,1939.2214765100673,4.26396342043688
78,1959.510067114094,4.25816629217195
79,1979.798657718121,4.24933438871264
80,2000.0872483221478,4.318179416958046
81,2020.3758389261745,4.1226910704586714
