,f,TL
0,377.0,12.710846487439515
1,397.28859060402687,12.805903455817605
2,417.5771812080537,11.711699069256834
3,437.86577181208054,10.338037784701
4,458.1543624161074,8.880492600638096
5,478.44295302013427,8.014398211240701
6,498.7315436241611,8.795251555112914
7,519.020134228188,9.987142673085495
8,539.3087248322148,11.153900896779438
9,559.5973154362416,12.022273743037644
10,579.8859060402685,12.979965537316907
11,600.1744966442953,13.677825396987014
12,620.4630872483222,14.040451955363537
13,640.7516778523491,15.609901697075895
14,661.0402684563759,17.8871049428328
15,681.3288590604027,21.1291480840014
16,701.6174496644296,23.167207103889353
17,721.9060402684564,25.427544873186108
18,742.1946308724832,25.6639016906501
19,762.4832214765102,26.217137027626414
20,782.771812080537,28.11512948381148
21,803.0604026845638,32.02043729672687
22,823.3489932885907,33.13231812345908
23,843.6375838926175,32.11282212613305
24,863.9261744966443,29.266123633916262
25,884.2147651006712,26.94420349212661
26,904.503355704698,25.506291774904373
27,924.7919463087248,25.491302378198114
28,945.0805369127518,23.919488311299425
29,965.3691275167786,21.72097263327703
30,985.6577181208054,18.6507376794864
31,1005.9463087248323,16.303518388439354
32,1026.2348993288592,15.45906972578081
33,1046.523489932886,14.821677515374777
34,1066.8120805369128,14.284796173844578
35,1087.1006711409395,13.148064092954359
36,1107.3892617449665,11.242468029250109
37,1127.6778523489934,9.592619003508208
38,1147.9664429530203,9.234559312084228
39,1168.255033557047,9.15254586222755
40,1188.543624161074,9.00257978859495
41,1208.8322147651006,8.471732953017183
42,1229.1208053691275,7.563493062138987
43,1249.4093959731545,6.690966554313484
44,1269.6979865771814,6.006397715363563
45,1289.986577181208,5.919447301358033
46,1310.275167785235,6.266374759513234
47,1330.5637583892617,6.23019969308893
48,1350.8523489932886,5.629904178610383
49,1371.1409395973155,4.860442325640788
50,1391.4295302013425,4.492926751826689
51,1411.7181208053692,4.563424020026598
52,1432.006711409396,4.7486662653649105
53,1452.295302013423,4.601472925886868
54,1472.5838926174497,4.581100801164119
55,1492.8724832214766,4.334574581792551
56,1513.1610738255035,3.813313325794077
57,1533.4496644295302,3.3567225426106435
58,1553.7382550335572,3.6208832481914426
59,1574.026845637584,3.97408910372529
60,1594.3154362416108,3.980655295957647
61,1614.6040268456377,3.4953324790044826
62,1634.8926174496646,3.0349992802707138
63,1655.1812080536913,3.0145286047669857
64,1675.4697986577182,3.09286230993095
65,1695.7583892617452,3.087461080632341
66,1716.0469798657718,3.194348053864312
67,1736.3355704697988,3.312453640117336
68,1756.6241610738257,3.1269889000528805
69,1776.9127516778524,2.8283497046588324
70,1797.2013422818793,2.4665539423558474
71,1817.4899328859062,2.8166132306860794
72,1837.778523489933,3.0814210035856475
73,1858.0671140939598,2.984275404373613
74,1878.3557046979868,2.7093055750521238
75,1898.6442953020135,2.488126760942656
76,1918.9328859060404,2.5061552787146866
77,1939.2214765100673,2.537509699214444
78,1959.510067114094,2.600936279157691
79,1979.798657718121,2.6908234557696447
80,2000.0872483221478,2.8221057004440353
81,2020.3758389261745,2.6924818334539466
82,2040.6644295302015,2.346033352917
83,2060.9530201342286,2.291157171793378
84,2081.241610738255,2.5492854957710698
85,2101.530201342282,2.7278023794342516
86,2121.818791946309,2.663615681009352
87,2142.1073825503354,2.52689759257016
88,2162.3959731543628,2.5402311272626377
89,2182.6845637583892,2.5071493003314753
90,2202.973154362416,2.369677776260602
91,2223.261744966443,2.401662688141881
92,2243.55033557047,2.5776024299274964
93,2263.838926174497,2.599576013370075
94,2284.1275167785234,2.512885683711695
95,2304.4161073825508,2.3875214959201383
96,2324.7046979865772,2.476460096623069
97,2344.993288590604,2.64805883682281
98,2365.281879194631,2.772701017868185
99,2385.570469798658,2.7356637030792736
100,2405.859060402685,2.744725682323464
101,2426.1476510067114,2.7678419358441038
102,2446.4362416107383,2.8122211862046993
103,2466.7248322147652,2.663140422550725
104,2487.013422818792,2.7633523711889065
105,2507.302013422819,2.886312291073454
106,2527.590604026846,2.8630819008465447
107,2547.8791946308725,2.689801454911037
108,2568.1677852348994,2.587145795195161
109,2588.4563758389263,2.5407862314120244
110,2608.7449664429532,2.665899355604278
111,2629.03355704698,2.73376148602265
112,2649.322147651007,2.644237406544331
113,2669.6107382550335,2.537277378016837
114,2689.8993288590605,2.4942453802137834
115,2710.1879194630874,2.3443445535069793
116,2730.4765100671143,2.3234712667488475
117,2750.765100671141,2.252652175805072
118,2771.053691275168,2.341131413703916
119,2791.3422818791946,2.382547547288122
120,2811.6308724832215,2.4369886494806092
121,2831.9194630872485,2.494636593943528
122,2852.2080536912754,2.7844104648599384
123,2872.4966442953023,3.0581766093840472
124,2892.785234899329,3.1234349924497447
125,2913.0738255033557,3.2080252963437728
126,2933.3624161073826,3.2714239340176308
127,2953.6510067114095,3.490013348745835
128,2973.9395973154365,3.647048917046418
129,2994.2281879194634,3.67773998919166
130,3014.5167785234903,3.735763619183728
131,3034.805369127517,3.9519737529913854
132,3055.0939597315437,4.133258329442212
133,3075.3825503355706,4.217104193195563
134,3095.6711409395975,4.244708681644666
135,3115.9597315436245,4.380969003253935
136,3136.2483221476514,4.526718883014596
137,3156.5369127516783,4.656885583864611
138,3176.8255033557048,4.705640358476835
139,3197.1140939597317,4.608716473262197
140,3217.4026845637586,4.435975296508369
141,3237.6912751677855,4.271524289827698
142,3257.9798657718125,4.097883464032131
143,3278.2684563758394,4.021448502238487
144,3298.557046979866,3.885205299443173
145,3318.8456375838928,3.8883686033780682
146,3339.1342281879197,3.561787634762439
147,3359.4228187919466,2.9874295849716543
148,3379.7114093959735,2.312512338841792
149,3400.0,1.4564152884280608
