,f,TL
0,377.0,10.10347230311734
1,397.28859060402687,9.208981159195535
2,417.5771812080537,9.12950242728812
3,437.86577181208054,10.243926368118423
4,458.1543624161074,10.207419099824468
5,478.44295302013427,10.054208590311298
6,498.7315436241611,11.422074649716915
7,519.020134228188,11.891623659553744
8,539.3087248322148,12.206234350912958
9,559.5973154362416,13.504104377795084
10,579.8859060402685,14.317194669023914
11,600.1744966442953,14.727559039013789
12,620.4630872483222,15.93021060012023
13,640.7516778523491,16.658678484473835
14,661.0402684563759,16.833076736992258
15,681.3288590604027,18.670832376350678
16,701.6174496644296,18.96208326828698
17,721.9060402684564,19.108565283844104
18,742.1946308724832,19.522260176921527
19,762.4832214765102,19.34000570092676
20,782.771812080537,17.89309475889812
21,803.0604026845638,19.188072214606326
22,823.3489932885907,18.929091788544522
23,843.6375838926175,17.309315789758948
24,863.9261744966443,17.154312457997577
25,884.2147651006712,16.54170592491404
26,904.503355704698,14.789023092492732
27,924.7919463087248,14.78538482305617
28,945.0805369127518,13.926769687926647
29,965.3691275167786,12.652819839294786
30,985.6577181208054,12.431591752412185
31,1005.9463087248323,11.701242206176122
32,1026.2348993288592,10.931352526631297
33,1046.523489932886,10.55606324837643
34,1066.8120805369128,10.124836435598164
35,1087.1006711409395,9.29627309565068
36,1107.3892617449665,9.294653271328023
37,1127.6778523489934,8.691012663124765
38,1147.9664429530203,7.974065020257921
39,1168.255033557047,7.842107898558899
40,1188.543624161074,7.585346721012139
41,1208.8322147651006,6.944931103816926
42,1229.1208053691275,7.052118913192085
43,1249.4093959731545,6.741589000934867
44,1269.6979865771814,6.208970113394258
45,1289.986577181208,6.134055028781966
46,1310.275167785235,6.053998553776542
47,1330.5637583892617,5.390298278310713
48,1350.8523489932886,5.562440577844955
49,1371.1409395973155,5.380775747936271
50,1391.4295302013425,5.08902695277201
51,1411.7181208053692,5.126056431147652
52,1432.006711409396,5.322981686288929
53,1452.295302013423,4.769198576662326
54,1472.5838926174497,4.971231789104399
55,1492.8724832214766,4.9096116945291515
56,1513.1610738255035,4.742893192434488
57,1533.4496644295302,4.663763918912384
58,1553.7382550335572,4.843156264985421
59,1574.026845637584,4.479922245380351
60,1594.3154362416108,4.659183182884579
